"id","p","ic","ty","cs","d","f","t","l","date","dl","r"
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-11-1532149905","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.666572-6.244191","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","780","12-11-1532149905","381",NA
"southeastasia_HD_ID_TTL292891247270544","106.642955-6.235194","6","2","0","slow traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","510","12-11-1532149905","115",NA
"southeastasia_HD_ID_TTL292891247411392","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-11-1532149905","231",NA
"southeastasia_HD_ID_TTL292891247027346","106.632276-6.216481","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","780","12-11-1532149905","173",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-11-1532149905","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.625262-6.222725","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7810","12-11-1532149905","1109","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-13-1532150027",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-13-1532150027",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-13-1532150027",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-13-1532150027","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","3","0","stationary traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-13-1532150027","322",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-13-1532150027","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.666572-6.244191","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","780","12-13-1532150027","381",NA
"southeastasia_HD_ID_TTL292891247270544","106.642955-6.235194","6","2","0","slow traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","510","12-13-1532150027","115",NA
"southeastasia_HD_ID_TTL292891247411392","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","570","12-13-1532150027","206",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","3","0","stationary traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong","450","12-13-1532150027","153",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-13-1532150027","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.625262-6.222725","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7810","12-13-1532150027","1042","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-15-1532150149",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-15-1532150149",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-15-1532150149",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-15-1532150149","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","3","0","stationary traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-15-1532150149","322",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-15-1532150149","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-15-1532150149","322",NA
"southeastasia_HD_ID_TTL292891247270544","106.64363-6.235913","6","1","0","slow traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","650","12-15-1532150149","108",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","970","12-15-1532150149","182",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-15-1532150149","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.639031-6.220807","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7370","12-15-1532150149","983","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-17-1532150270",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-17-1532150270",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-17-1532150270",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-17-1532150270","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","3","0","stationary traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-17-1532150270","322",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-17-1532150270","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-17-1532150270","322",NA
"southeastasia_HD_ID_TTL292891247270544","106.64363-6.235913","6","2","0","slow traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","680","12-17-1532150270","131",NA
"southeastasia_HD_ID_TTL292891247027346","106.633274-6.218181","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2120","12-17-1532150270","385",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-17-1532150270","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.625262-6.222725","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","8430","12-17-1532150270","1060","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-19-1532150392",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-19-1532150392",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-19-1532150392",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-19-1532150392","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","3","0","stationary traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-19-1532150392","322",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-19-1532150392","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-19-1532150392","322",NA
"southeastasia_HD_ID_TTL292891247270544","106.64363-6.235913","6","2","0","queuing traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","650","12-19-1532150392","173",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2150","12-19-1532150392","390",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","2","0","queuing traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","600","12-19-1532150392","178",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-19-1532150392","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.639031-6.220807","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7420","12-19-1532150392","931","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-21-1532150514",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-21-1532150514",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-21-1532150514",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-21-1532150514","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","stationary traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-21-1532150514","256",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-21-1532150514","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-21-1532150514","322",NA
"southeastasia_HD_ID_TTL292891247270544","106.64363-6.235913","6","2","0","queuing traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","650","12-21-1532150514","205",NA
"southeastasia_HD_ID_TTL292891247040272","106.639192-6.225777","6","2","0","queuing traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","830","12-21-1532150514","132",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1150","12-21-1532150514","238",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","600","12-21-1532150514","298",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-21-1532150514","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.636927-6.221119","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7500","12-21-1532150514","1001","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-23-1532150636",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-23-1532150636",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-23-1532150636",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","220","12-23-1532150636","365",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-23-1532150636","209",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-23-1532150636","228",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","2","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-23-1532150636","266",NA
"southeastasia_HD_ID_TTL292900480166455","106.66071-6.234219","6","1","0","slow traffic","Jalan Sutera Onyx Utama","Jalan Sutera Utama","780","12-23-1532150636","129",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","queuing traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","880","12-23-1532150636","335",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-23-1532150636","370",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","600","12-23-1532150636","298",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-23-1532150636","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7000","12-23-1532150636","880","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-25-1532150758",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-25-1532150758",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-25-1532150758",NA,NA
"southeastasia_HD_ID_TTL292854311833664","106.617094-6.256787","6","3","0","stationary traffic","Jalan Scientia Square Selatan","Jalan Scientia Square Selatan","190","12-25-1532150758","321",NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-25-1532150758","209",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","2","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","600","12-25-1532150758","280",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","2","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","660","12-25-1532150758","266",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","queuing traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","880","12-25-1532150758","278",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-25-1532150758","370",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-25-1532150758","422",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-25-1532150758","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.639031-6.220807","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7200","12-25-1532150758","904","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-28-1532150880",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-28-1532150880",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-28-1532150880",NA,NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-28-1532150880","209",NA
"southeastasia_HD_ID_TTL292854312576032","106.611968-6.241527","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","380","12-28-1532150880","222",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Bhayangkara","260","12-28-1532150880","205",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","stationary traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","910","12-28-1532150880","346",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-28-1532150880","474",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-28-1532150880","422",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-28-1532150880","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6760","12-28-1532150880","902","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-30-1532151001",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-30-1532151001",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-30-1532151001",NA,NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-30-1532151001","209",NA
"southeastasia_HD_ID_TTL292854312576032","106.612065-6.242491","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","200","12-30-1532151001","153",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Bhayangkara","260","12-30-1532151001","205",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-30-1532151001","422",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","stationary traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","880","12-30-1532151001","335",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2090","12-30-1532151001","478",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-30-1532151001","231",NA
"southeastasia_HD_ID_TTL292900480921649","106.645398-6.221385","6","2","0","queuing traffic","Jalan Raya Serpong","Jalan Jalur Sutera Boulevard","490","12-30-1532151001","159",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-30-1532151001","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6930","12-30-1532151001","984","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-32-1532151123",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-32-1532151123",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-32-1532151123",NA,NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-32-1532151123","209",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Bhayangkara","260","12-32-1532151123","158",NA
"southeastasia_HD_ID_TTL292891246822544","106.647018-6.242581","6","2","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","490","12-32-1532151123","228",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-32-1532151123","422",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","stationary traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","880","12-32-1532151123","335",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-32-1532151123","474",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-32-1532151123","231",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-32-1532151123","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.638339-6.220916","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7440","12-32-1532151123","1057","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-34-1532151245",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-34-1532151245",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-34-1532151245",NA,NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","slow traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-34-1532151245","124",NA
"southeastasia_HD_ID_TTL292891246822544","106.647649-6.243964","6","2","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","660","12-34-1532151245","308",NA
"southeastasia_HD_ID_TTL292900480166451","106.66071-6.234219","6","2","0","queuing traffic","Jalan Sutera Onyx Utama","Jalan Sutera Utama","780","12-34-1532151245","168",NA
"southeastasia_HD_ID_TTL292891247270544","106.644605-6.237406","6","2","0","stationary traffic","Jalan Kampung Baru Utara","Jalan Gading Serpong Bulevar","880","12-34-1532151245","335",NA
"southeastasia_HD_ID_TTL292872780083360","106.616188-6.229337","6","3","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Bumi Kelapa Indah","300","12-34-1532151245","176",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-34-1532151245","474",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-34-1532151245","231",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-34-1532151245","422",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-34-1532151245","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6990","12-34-1532151245","993","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-36-1532151367",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-36-1532151367",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-36-1532151367",NA,NA
