"id","p","ic","ty","cs","d","f","t","l","date","dl","r"
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","slow traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-36-1532151367","124",NA
"southeastasia_HD_ID_TTL292900480166451","106.660759-6.234909","6","2","0","queuing traffic","Jalan Sutera Onyx Utama","Jalan Sutera Utama","700","12-36-1532151367","174",NA
"southeastasia_HD_ID_TTL292891247270544","106.647649-6.243964","6","2","0","stationary traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1680","12-36-1532151367","784",NA
"southeastasia_HD_ID_TTL292872780083360","106.616188-6.229337","6","3","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Bumi Kelapa Indah","300","12-36-1532151367","176",NA
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","2070","12-36-1532151367","474",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-36-1532151367","231",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-36-1532151367","422",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-36-1532151367","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6930","12-36-1532151367","925","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-38-1532151488",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-38-1532151488",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-38-1532151488",NA,NA
"southeastasia_HD_ID_TTL292854311910435","106.608924-6.248144","6","2","0","slow traffic","Jalan Bojong Nangka","Jalan Diponegoro / Jalan Imam Bonjol","550","12-38-1532151488","124",NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","stationary traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1780","12-38-1532151488","678",NA
"southeastasia_HD_ID_TTL292872780083360","106.616188-6.229337","6","3","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Bumi Kelapa Indah","300","12-38-1532151488","176",NA
"southeastasia_HD_ID_TTL292900480166451","106.66071-6.234219","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","380","12-38-1532151488","152",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-38-1532151488","349",NA
"southeastasia_HD_ID_TTL292928182144257","106.677337-6.216189","6","1","0","slow traffic","Kunciran [14]","Tangerang [18]","940","12-38-1532151488","43","AH2"
"southeastasia_HD_ID_TTL292891247027346","106.633555-6.218773","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1860","12-38-1532151488","425",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-38-1532151488","272",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-38-1532151488","1217",NA
"southeastasia_HD_ID_TTL292965116377738","106.640091-6.220632","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7250","12-38-1532151488","1030","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-40-1532151610",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-40-1532151610",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-40-1532151610",NA,NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1780","12-40-1532151610","678",NA
"southeastasia_HD_ID_TTL292872780083360","106.616188-6.229337","6","3","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Bumi Kelapa Indah","300","12-40-1532151610","176",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1940","12-40-1532151610","450",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-40-1532151610","272",NA
"southeastasia_HD_ID_TTL292900480166451","106.66071-6.234219","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","380","12-40-1532151610","128",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-40-1532151610","349",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","7010","12-40-1532151610","996","AH2"
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-40-1532151610","1217",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-42-1532151732",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-42-1532151732",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-42-1532151732",NA,NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","220","12-42-1532151732","235",NA
"southeastasia_HD_ID_TTL292900480166451","106.660759-6.234909","6","2","0","queuing traffic","Jalan Sutera Onyx Utama","Jalan Sutera Utama","700","12-42-1532151732","174",NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1810","12-42-1532151732","482",NA
"southeastasia_HD_ID_TTL292891247027346","106.632276-6.216481","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1970","12-42-1532151732","456",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-42-1532151732","272",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-42-1532151732","349",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-42-1532151732","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6790","12-42-1532151732","964","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-44-1532151855",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-44-1532151855",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-44-1532151855",NA,NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","220","12-44-1532151855","235",NA
"southeastasia_HD_ID_TTL292900480166451","106.660759-6.234909","6","2","0","queuing traffic","Jalan Sutera Onyx Utama","Jalan Sutera Utama","700","12-44-1532151855","174",NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1840","12-44-1532151855","490",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-44-1532151855","231",NA
"southeastasia_HD_ID_TTL292891247027346","106.632276-6.216481","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1680","12-44-1532151855","389",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-44-1532151855","349",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-44-1532151855","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","6930","12-44-1532151855","1050","AH2"
"southeastasia_HD_ID_TTL292937415641600","106.711401-6.199295","6","1","0","slow traffic","Karang Tengah [11]","Kunciran [14]","1760","12-44-1532151855","80","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-46-1532151977",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-46-1532151977",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-46-1532151977",NA,NA
"southeastasia_HD_ID_TTL292891246374672","106.649781-6.253552","6","1","0","slow traffic","Jalan Serpong Raya - Pakulonan","Pakulonan Barat","800","12-46-1532151977","114",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","220","12-46-1532151977","235",NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1840","12-46-1532151977","490",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-46-1532151977","231",NA
"southeastasia_HD_ID_TTL292891247027346","106.632276-6.216481","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1650","12-46-1532151977","382",NA
"southeastasia_HD_ID_TTL292900480166451","106.66071-6.234219","6","2","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","450","12-46-1532151977","111",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-46-1532151977","349",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-46-1532151977","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6490","12-46-1532151977","1128","AH2"
"southeastasia_HD_ID_TTL292937415641600","106.711401-6.199295","6","1","0","slow traffic","Karang Tengah [11]","Kunciran [14]","2260","12-46-1532151977","99","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-48-1532152099",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-48-1532152099",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-48-1532152099",NA,NA
"southeastasia_HD_ID_TTL292891247270544","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Gading Serpong Bulevar","1780","12-48-1532152099","474",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","stationary traffic","Pakulonan Barat","Jalan Raya Serpong","640","12-48-1532152099","327",NA
"southeastasia_HD_ID_TTL292891247027346","106.632276-6.216481","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1650","12-48-1532152099","382",NA
"southeastasia_HD_ID_TTL292891246374672","106.649781-6.253552","6","1","0","slow traffic","Jalan Serpong Raya - Pakulonan","Pakulonan Barat","800","12-48-1532152099","99",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","220","12-48-1532152099","235",NA
"southeastasia_HD_ID_TTL292900480166451","106.66071-6.234219","6","2","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","450","12-48-1532152099","129",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","2","0","queuing traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-48-1532152099","295",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","1140","12-48-1532152099","875",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6490","12-48-1532152099","1128","AH2"
"southeastasia_HD_ID_TTL292937415641600","106.708101-6.201896","6","1","0","slow traffic","Karang Tengah [11]","Kunciran [14]","2460","12-48-1532152099","94","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","12-50-1532152220",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","12-50-1532152220",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","12-50-1532152220",NA,NA
"southeastasia_HD_ID_TTL292891246374672","106.649781-6.253552","6","1","0","slow traffic","Jalan Serpong Raya - Pakulonan","Pakulonan Barat","800","12-50-1532152220","99",NA
"southeastasia_HD_ID_TTL292891246822544","106.648308-6.245671","6","2","0","slow traffic","Pakulonan Barat","Jalan Bhayangkara","710","12-50-1532152220","137",NA
"southeastasia_HD_ID_TTL292891247270544","106.642955-6.235194","6","2","0","queuing traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","510","12-50-1532152220","161",NA
"southeastasia_HD_ID_TTL292891247027346","106.633201-6.217968","6","2","0","queuing traffic","Jalan Mohammad Husni Thamrin","Jalan Gading Serpong Bulevar","1610","12-50-1532152220","374",NA
"southeastasia_HD_ID_TTL292900480064064","106.651639-6.24269","6","2","0","stationary traffic","Paku Alam","Jalan Bhayangkara","270","12-50-1532152220","126",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Jalan Bhayangkara","Jalan Bhayangkara","220","12-50-1532152220","235",NA
"southeastasia_HD_ID_TTL292900480166451","106.660691-6.23408","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","460","12-50-1532152220","155",NA
"southeastasia_HD_ID_TTL292955881996835","106.691363-6.221604","6","2","0","queuing traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","850","12-50-1532152220","295",NA
"southeastasia_HD_ID_TTL292891247411386","106.631849-6.222479","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","330","12-50-1532152220","163",NA
"southeastasia_HD_ID_TTL292909714572976","106.648194-6.212957","6","3","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Kyai Maja / Jalan Jalur Sutera Barat","900","12-50-1532152220","691",NA
"southeastasia_HD_ID_TTL292882014272160","106.617189-6.218227","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","380","12-50-1532152220","144",NA
"southeastasia_HD_ID_TTL292965116377738","106.647172-6.219647","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6150","12-50-1532152220","1069","AH2"
"southeastasia_HD_ID_TTL292937415641600","106.700675-6.207692","6","1","0","slow traffic","Karang Tengah [11]","Kunciran [14]","2070","12-50-1532152220","83","AH2"
